"x"	"d"
-2.01344653498381	0
-4.07794112339616	0
5.99792535882443	0
-0.0686895218677819	0
-1.14411975955591	0
-0.691679427400231	0
4.72736482042819	0
-2.42100461153314	0
-3.04691167082638	0
-0.302587004844099	0
-3.12927886610851	0
-5.84409886272624	0
6.5729858726263	0
-4.31552681839094	0
7.41411562543362	0
6.09515086049214	0
-10.2375422953628	0
4.27882075309753	0
-4.40710772294551	0
3.00827350001782	0
1.54359983978793	0
3.00421595340595	0
4.48695046361536	0
4.91381253115833	0
7.25052505731583	0
-1.52518080314621	0
-2.34413851518184	0
4.92228065617383	0
0.061098535079509	0
3.789231358096	0
2.6897695264779	0
1.21435706969351	0
-3.11732935952023	0
0.55106682702899	0
4.19306200928986	0
8.06361398426816	0
-7.3910051677376	0
-3.35376972332597	0
2.17241601319984	0
6.87876275042072	0
1.99991806643084	0
-0.270883818157017	0
0.416496454272419	0
0.968900327570736	0
-1.24698950210586	0
1.80525757838041	0
-4.44618910783902	0
-0.4875134001486	0
-4.62241616332904	0
2.16319925850257	0
-1.20387983042747	0
0.884465414565057	0
2.55926872137934	0
5.56030152132735	0
-12.7574532455765	0
-0.869027709122747	0
3.88763543218374	0
-4.47833982529119	0
-8.35458830930293	0
-0.106942362617701	0
2.79503157595173	0
2.53131629666314	0
5.0669611687772	0
7.304149386473	0
6.37824264820665	0
-2.50210269587114	0
5.52360917441547	0
-8.54555621976033	0
-5.57347882306203	0
-2.48902024934068	0
-8.52535296231508	0
3.13082712236792	0
4.12192062707618	0
6.77267825463787	0
-2.95944037847221	0
-10.3008052962832	0
13.4714535763487	0
6.24476179713383	0
7.87254044087604	0
-2.52731298096478	0
5.80283547285944	0
6.74256692407653	0
-2.29404249228537	0
7.47242641635239	0
-4.10483749117702	0
1.55810298398137	0
10.3785934299231	0
-4.80673271231353	0
-0.141243792604655	0
-2.01919696060941	0
-2.60737632634118	0
-10.4726074612699	0
-0.58985699666664	0
8.49096846068278	0
2.8662630985491	0
9.17050308315083	0
8.66152105852962	0
-5.80618738895282	0
-7.47009900631383	0
-2.6797205535695	0
0.623836750164628	0
2.22614580066875	0
3.81839709123597	0
2.08963832817972	0
1.8496150849387	0
-6.11003136495128	0
3.7396484753117	0
-3.36998097365722	0
1.09683700371534	0
0.915886550210416	0
-0.467593122739345	0
0.307660354301333	0
1.55163395684212	0
2.58373294724151	0
3.31437618937343	0
-0.591565368231386	0
-3.24488207465038	0
3.12984046759084	0
-1.54848894802853	0
-0.609158277511597	0
-8.02465776912868	0
0.771696909796447	0
3.69866306427866	0
-3.80340448580682	0
-5.67976469406858	0
3.11338032362983	0
-0.833334282506257	0
-0.419463850557804	0
1.30468436982483	0
-3.10215092729777	0
-5.14541879296303	0
-6.9742003432475	0
-9.58259075414389	0
0.232096086256206	0
6.13127621356398	0
-9.59768833592534	0
3.23172869626433	0
-5.84843568038195	0
6.01392694981769	0
5.20891611697152	0
3.09903109213337	0
-2.09935755701736	0
2.98141489271075	0
11.0733645223081	0
10.9012061334215	0
1.96534226182848	0
1.52591664344072	0
2.97300522448495	0
7.34408628428355	0
3.75936869066209	0
-5.73270358610898	0
5.08495990885422	0
2.81359777785838	0
6.10161456512287	0
1.88304096227512	0
8.14739390043542	0
-12.3419933114201	0
-1.41032705549151	0
0.883290048222989	0
1.48334223311394	0
-4.16141994763166	0
0.586631612386554	0
2.56520632887259	0
-5.87346259737387	0
11.3704651454464	0
-8.88992980588228	0
7.6211302424781	0
3.37113157147542	0
-3.75446965685114	0
3.00860897172242	0
4.57084902562201	0
-3.02627899451181	0
0.686238517519087	0
-1.0750055895187	0
2.28109820047393	0
1.15524141350761	0
2.74426060030237	0
2.65088142827153	0
-3.47076433477923	0
-8.00528617110103	0
-3.5896509164013	0
11.5004815952852	0
0.555585992988199	0
-0.317385918460786	0
0.35223490325734	0
-0.258510753046721	0
-2.04542930005118	0
4.16103775380179	0
1.67997051263228	0
-2.24390310700983	0
-0.591082347091287	0
-0.572051319759339	0
2.62142804218456	0
-2.8395659616217	0
11.6238131560385	0
-10.1133790262975	0
-10.2475533471443	0
5.53727347869426	0
6.08693463960662	0
6.78187624085695	0
-2.94372680364177	0
1.65639203740284	0
9.78978012688458	0
-2.19971020007506	0
-1.92138622049242	0
-5.40171820437536	0
4.20884576160461	0
-3.9777012867853	0
5.05812697811052	0
4.0043899579905	0
-0.912898262031376	0
-4.22019738005474	0
1.45081032766029	0
7.75924319168553	0
9.31141570676118	0
8.96256428444758	0
-3.19494107505307	0
-0.719814605545253	0
1.40235118567944	0
1.51093106484041	0
-3.35502691799775	0
3.7644398608245	0
0.668112393468618	0
-1.28343580523506	0
