5.793513	5.988043	6.222611	6.026256	0.025767	0.022138	0.833366	0.814800
5.931115	5.993511	5.928655	6.078557	0.017679	0.019336	0.835895	0.861857
6.069454	5.896049	6.084440	6.193678	0.014179	0.021271	0.854376	0.865588
6.039992	5.903823	0.071176	6.105509	0.005285	0.026649	0.859506	0.839602
6.076251	5.891922	6.091743	6.027168	0.013275	0.027947	0.772855	0.887903
6.000120	5.751342	6.135114	6.120635	0.012126	0.034746	0.871071	0.826627
6.091881	5.687159	6.272333	6.245659	0.007688	0.030358	0.727994	0.845591
6.098318	5.729266	6.154908	6.233989	-0.000755	0.035321	0.884914	0.840077
6.189485	5.599547	6.248347	6.270772	-0.003911	0.039207	0.853909	0.768408
6.161293	5.651539	6.218927	6.155273	-0.000258	0.034469	0.860506	0.772069
6.168268	5.787806	6.253514	6.048172	0.000406	0.040179	0.811051	0.853120
6.269514	5.763226	6.024244	5.962443	-0.009782	0.034796	0.827290	0.797382
0.012495	5.838707	6.017626	5.971807	-0.009023	0.035899	0.842959	0.820100
6.246981	5.652759	0.087391	6.254630	-0.003491	0.047571	0.865617	0.784910
6.130421	5.497089	6.111099	6.181244	0.001919	0.053091	0.865435	0.880537
6.133364	5.696188	6.066354	6.007495	0.007106	0.034324	0.820853	0.667969
6.063697	5.811884	0.016306	5.715721	0.009781	0.042146	0.865299	0.827914
6.058465	5.857738	0.059701	5.847545	0.007179	0.038906	0.804913	0.891645
6.045272	5.750934	0.117755	6.107738	-0.001150	0.042806	0.844486	0.889533
6.138072	5.611918	6.154353	6.076173	-0.006473	0.040417	0.898099	0.787641
6.264900	5.718607	0.236015	6.090662	-0.018234	0.036908	0.900147	0.794953
0.036394	5.744513	0.023771	5.948087	-0.007662	0.042625	0.830095	0.873082
0.016102	5.838266	6.231950	5.893449	-0.010779	0.038072	0.755136	0.819030
0.032556	5.777951	6.241599	5.955704	-0.010196	0.038365	0.881758	0.861457
6.197206	5.805022	6.166827	5.973530	-0.007007	0.036613	0.790258	0.836825
0.007851	5.699913	6.137055	6.132126	-0.006533	0.033614	0.773055	0.815922
6.213457	5.862879	6.224978	5.925645	-0.008515	0.028478	0.825272	0.854342
6.272288	5.940666	6.229967	6.041216	-0.012962	0.017953	0.852945	0.873407
0.029028	5.990860	6.214959	6.003054	-0.013546	0.019508	0.838652	0.872100
0.011619	5.918944	6.141026	6.218665	-0.013315	0.023255	0.878796	0.814036
0.001651	5.858864	6.273189	6.141436	-0.011263	0.023882	0.839244	0.854867
6.264288	5.989553	0.011695	6.034087	-0.007821	0.013064	0.853543	0.836810
6.205267	5.993826	6.235471	6.233969	-0.009924	0.011513	0.884649	0.838209
6.223695	5.968968	0.012005	0.033444	-0.002113	0.012337	0.797982	0.865541
6.184257	6.072150	0.075934	5.809084	-0.002519	0.027862	0.873946	0.798295
6.156508	5.965866	6.220057	5.588138	0.004827	0.021660	0.828834	0.782277
6.131640	5.986349	6.048827	6.051124	0.006926	0.033898	0.865903	0.752433
6.070071	5.810330	6.157037	0.098695	0.006850	0.019960	0.815117	0.715891
6.047333	5.945459	6.188993	0.003935	0.008848	0.005476	0.900567	0.724338
6.108929	6.169291	6.116360	0.002360	0.001141	-0.007950	0.857580	0.911322
6.136947	6.163782	6.217459	6.213886	0.004423	-0.001821	0.830321	0.767244
6.078682	6.148725	6.224712	6.265574	0.007696	-0.000910	0.862169	0.769966
6.084139	6.214887	6.192607	6.155929	0.008965	0.003319	0.845644	0.840642
6.109393	6.129724	6.045856	5.901564	0.004949	0.007803	0.808639	0.757609
6.159138	6.152815	6.032390	5.892944	0.000854	0.006985	0.816122	0.847627
6.203359	6.148215	6.222202	0.025627	-0.007725	-0.006096	0.828277	0.820005
6.275634	0.004946	6.181339	5.837870	-0.014016	0.002911	0.858857	0.773066
0.005823	0.003800	6.120593	6.024705	-0.004175	-0.006941	0.840946	0.859517
6.259285	0.047704	6.095751	6.080101	-0.011538	-0.013471	0.810263	0.846112
6.264816	0.059234	0.293534	0.086167	-0.016734	-0.022290	0.868985	0.863617
6.274355	0.084811	6.213503	0.042271	-0.018503	-0.022134	0.782057	0.851931
0.199930	0.050609	5.942997	0.019580	-0.021830	-0.019941	0.774286	0.817947
0.242172	0.034620	6.089254	6.281249	-0.027363	-0.011507	0.868286	0.889554
0.199108	6.188817	0.142049	6.265395	-0.036965	-0.007763	0.810013	0.768837
0.233308	6.255648	0.166301	6.190245	-0.039266	-0.000628	0.852624	0.741987
0.205381	6.072535	0.164388	0.050896	-0.028479	0.002847	0.829485	0.893213
0.116136	6.081975	6.215821	0.029098	-0.018230	0.005265	0.683218	0.831797
0.029144	6.145453	0.103488	0.027805	-0.007850	-0.009489	0.903164	0.855683
0.014908	0.099914	5.952990	5.912285	-0.004746	-0.012772	0.722334	0.791955
0.040163	0.082685	6.176235	0.122216	-0.003515	-0.025671	0.719847	0.867928
6.122956	0.044454	0.003009	0.006465	-0.004407	-0.009632	0.820734	0.801337
6.175869	0.063693	0.123698	6.006243	-0.005663	-0.005721	0.853645	0.851486
6.131019	6.259514	0.039340	0.062441	0.006209	-0.012448	0.777460	0.848587
6.039642	6.256355	6.239218	6.277877	0.002494	-0.012878	0.750792	0.867212
6.139697	6.273583	6.233032	6.162375	-0.000556	-0.007579	0.914763	0.840264
6.197534	0.002351	6.006958	6.126792	0.000865	-0.008322	0.814141	0.848432
6.072004	0.003548	6.134271	6.032976	0.011319	-0.008206	0.742032	0.781761
6.085733	0.017986	6.246739	6.023637	-0.002099	-0.013870	0.890752	0.845823
